no,id_document,tahun_terbit,nama_jurnal,judul_artikel,nama_penulis,kata_kunci,abstrak
762,doc762,2025,Jurnal Teori dan Aplikasi Matematika,Modeling Spatio-Temporal Precipitation Patterns in East Kalimantan using Space-Time Kriging and Median Polish-Based Spatio-Temporal Kriging,"Friendtika Miftaqul Jannah, Rahma Fitriani, Henny Pramoedyo",Kriging; Precipitation Modeling; Prediction Accuracy; Spatio-Temporal,"Precipitation variability presents significant challenges for disaster risk reduction and water resource management, particularly in flood and drought-prone regions such as East Kalimantan. This study aims to develop and evaluate two statistical approaches for spatio-temporal precipitation modeling: spatio-temporal kriging (ST-Kriging) and spatio-temporal median polish kriging (ST-MPK). Using monthly precipitation data obtained from seven observation stations provided by BMKG and BPS for the period 2021 to 2023, both models were assessed using performance metrics. ST-Kriging employed a simple sum-metric semivariogram model that combines exponential spatial and Gaussian temporal components. This model achieved an RMSE of 84.05, MAE of 69.95, and MAPE of 52.67%. Meanwhile, ST-MPK model, incorporating robust median polish decomposition and ST-Kriging of residuals, produced a lower MAPE of 44.83% with higher RMSE (122.44) and MAE (91.35). This suggests that while ST-Kriging offers better absolute error performance, ST-MPK provides greater relative accuracy and improved robustness to outliers, critical advantages for modeling precipitation in regions undergoing environmental shifts, where anomalies and extremes are increasingly common. These findings highlight ST-MPK’s potential to produce more reliable forecasts under irregular precipitation conditions, supporting early warning systems and informed water resource planning. Scientifically, this research contributes a robust modeling framework suitable for data-scarce and outlier-prone contexts. Practically, it can aid policymakers in designing adaptive flood mitigation strategies and sustainable water management policies tailored to the evolving climate realities of East Kalimantan"
763,doc763,2025,Jurnal Teori dan Aplikasi Matematika,A Spatiotemporal Analysis of Humidity Pattern in Bali using Space-Time Kriging with Seasonal Drift,"Salma Fitri Nugroho, Rahma Fitriani, Atiek Iriany",Humidity; Interpolation; Kriging; Space-time,"Climate plays a vital role in framing the characteristics of tourist activity. Humidity reflects the amount of moisture in the air relative to the maximum it can hold at a specific temperature, it has a direct influences on perceived comfort levels. Bali, one of the most popular destinations renowned for its breathtaking natural beauty and varied landscapes. However, this island is currently served by only four climate observation stations which are insufficient to capture the humidity across the island. Therefore, this research aims to model humidity levels in Bali based on four observed locations at 2019-2023 using the space-time kriging with seasonal drift and predict humidity at unobserved locations. This approach was choosen due to the strong seasonal pattern exhibited in climate data, which leading to non-stationary. The space-time kriging method is applied to the residuals. The most effective model identified was the exponential-exponential-Gaussian (Exp-Exp-Gau) model using a sum-metric structure. This model provided the lowest RMSE of 2.1442. Humidity contour maps suggest a gradual decline in humidity levels over time across Bali. This trend may have significant impacts for both environmental quality and the tourism sector. Lower humidity levels could lead to increased discomfort for tourists and potentially reduce the attractiveness of the destination. Theoretically, the development of the kriging model enhances the accuracy of predictions, as shows by the low RMSE. Practically, these findings emphasize the importance of integrating climate considerations into sustainable tourism planning and management strategies based on the humidity information"
764,doc764,2025,Jurnal Teori dan Aplikasi Matematika,Analysis of Online Game Addiction with Crowley-Martin Incident Rate Function,"Ilham Syata, St. Nur Humairah Halim",Online Game; Stability; Crowley-Martin; Optimal Control,"This study aims to build and analyze a new mathematical model of online game addiction with the Crowley-Martin type incidence rate function approach. This research is categorized as a theoretical-quantitative study using mathematical modeling as its primary approach. The research instruments used include symbolic computation, simulation software, and parameter estimation techniques derived from literature. Stability analysis is conducted through Jacobian linearization, the Routh-Hurwitz criterion, and the Next Generation Matrix method to calculate the basic reproduction number. Optimal control is formulated using Pontryagin’s Minimum Principle with two strategies: parental guidance and counseling therapy. Data analysis combines analytical techniques in stability and control theory with numerical simulations to evaluate the system. The results show that: The addiction-free fixed point T_0 is locally asymptotically stable if R_0<1, the addiction fixed point T^*is locally asymptotically stable if R_0>1. Numerical simulations demonstrate that combined control strategies effectively reduce the number of exposed and addicted individuals"
765,doc765,2025,Jurnal Teori dan Aplikasi Matematika,Survival Time Analysis of Multiple Myeloma Patients using Type 1 Censored Exponential Distribution Parameter Estimation,"Cahya Arsyika Wahyu Subekti, Inas Nilasari, Devi Mufidah Syarif, Idrus Syahzaqi, Ardi Kurniawan",Multiple Myeloma; Survival Analysis; Exponential Distribution; Type 1 Censoring; Parameter Estimation,"Multiple myeloma is a type of blood cancer that attacks plasma cells in the bone marrow and affects the immune system. This study analyzes the survival time of patients with multiple myeloma using Type 1 censored exponential distributed parameter estimation. The data, consisting of 47 patients (35 uncensored and 12 censored), were tested for exponential distribution fit using the Anderson-Darling test, yielding a p-value of 0.495, confirming the suitability of the exponential model. The maximum likelihood estimation method was applied, resulting in a parameter estimate (θ ̂) of approximately 54.028 days, representing the mean survival time. Hypothesis testing and confidence intervals were conducted, with the 95% confidence interval for θ_0 ranging between 32 and 53 days. The findings suggest that the exponential distribution effectively models the survival data, providing insights into patient survival trends and supporting clinical decision-making"
766,doc766,2025,Jurnal Teori dan Aplikasi Matematika,"Analyzing Multiclass Land Cover and Spatial Point Patterns on Sentinel-2 Imagery Using Machine Learning and Deep Learning
","Muna Faizatun Nabilah, Achmad Fauzan
",Classification; Sentinel-2; Land Use; Point Distribution Pattern,"Land cover conversion around educational centers, such as universities, is an inevitable consequence of increasing urban activity. The development of boarding houses, commercial zones, and other infrastructure often follows the expansion of academic institutions. To support sustainable spatial planning, early identification of land cover and analysis of spatial distribution patterns are crucial for zoning regulation and infrastructure management. This study focuses on classifying land cover and analyzing spatial patterns around Universitas Riau (UNRI) using Sentinel-2 satellite imagery with a 10-meter spatial resolution. The research applied a supervised classification approach, utilizing spectral bands—specifically Near-Infrared (NIR) and Short-Wave Infrared (SWIR)—as explanatory variables. The response variable was land cover, categorized into vegetation, non-vegetation, and water. Three machine learning models—Support Vector Machine (SVM), Naïve Bayes (NB), and Backpropagation Neural Network (BNN)—were compared based on overall accuracy and the Kappa coefficient. The models were trained and tested using a stratified 80-20 data split to ensure a balanced evaluation. Among the models, SVM demonstrated the highest accuracy, achieving an average of 91.15% in 2022 and 83.90% in 2023 with minimal variance, confirming its reliability for land cover classification. Spatially, non-vegetation areas were concentrated near major access routes and facilities, highlighting the influence of infrastructure development on land conversion. The study also identified potential growth zones within a 3–5 km radius from UNRI, emphasizing the need for anticipatory and sustainable land use policies. These findings support the formulation of spatial strategies aligned with Law No. 26 of 2007 on Spatial Planning and offer valuable insights for guiding urban development around academic hubs"
767,doc767,2025,Jurnal Teori dan Aplikasi Matematika,Control Strategies for HIV/AIDS-Hepatitis B Coinfection using Optimal Control Approach and Cost-Effectiveness Analysis,"Winda Nur Annisa, Toni Bakhtiar, Bib Paruhum Silalahi",Coinfection; Cost-Effectiveness Analysis; HIV/AIDS; Hepatitis B; Optimal Control; Strategy.,"HIV/AIDS and Hepatitis B are infectious diseases caused by viruses, sharing similar transmission mechanisms. This study seeks to determine the most effective and cost-efficient strategies for controlling the spread of these diseases by utilizing a modified HIV/AIDS-Hepatitis B coinfection model with various control variables. The model divides the total population into nine subpopulations, each representing a specific disease state. Based on these classifications, the model incorporates four key control variables, namely Hepatitis B vaccination program, Hepatitis B treatment, HIV/AIDS treatment, and public health education program. The research employs optimal control theory and the Pontryagin Maximum Principle to address the optimal control problem to minimize infection rates and implementation costs over a specific periode. The Hamilton function integritas the dynamic system and cost function. The model is analyzed through simulations using parameter values from previous studies, then optimizing control variables to generate a numerically solved system of differential equations that uses Scilab 2024 software. Simulation result show that the optimal combination of four control strategies reduces HIV/AIDS-Hepatitis B infection by 79,2% in under ten years. Furthermore, the cost-effectiveness of different strategies is evaluated using the Average Cost-Effectiveness Ratio (ACER) and Incremental Cost-Effectiveness Ratio (ICER) indicates that single control strategies are more cost-efficient, while combining all four strategies is more expensive. However, successful implementation depends on financial constraints (limited vaccination and ARV treatment), healthcare infrastructure (availability of testing facilities), and public compliance with health education programs. Consequently, the proposed strategies are recommended for policymakers, with consideration of associated costs to ensure feasibility"
768,doc768,2025,Jurnal Teori dan Aplikasi Matematika,"The Effect of Mathematics Learning Interest and Social Skill on Algebraic Reasoning
","Lalu Sucipto, Muhammad Syawahid, Dini Safitri Nur Afika, Marini Kasim
","Algebraic reasoning; Learning interest; Social skill;
","Algebraic reasoning plays a role in mathematical thinking. Understanding factor affective of algebraic reasoning is essential for improving mathematics education. This study aims to examine the effect of learning interest and social skills on students' algebraic reasoning. We conducted a quantitative study using a correlational design, employing questionnaires and a test as data collection methods. We selected 202 students from the Islamic state of junior high school in Mataram as a research sample using a simple random technique. The study used an algebraic reasoning test, a learning interest questionnaire, and a social skills questionnaire as research instruments. The data was analyzed using descriptive data and inferential analysis. Descriptive data consist of categorical descriptive and statistical descriptive. Inferential analysis used a multiple regression including prerequisite tests (normality, linearity, multicollinearity and heteroscedasticity) and hypothetical tests using t-test for partial and F-test for simultaneous. The result showed that learning interest has no effect on students algebraic reasoning (t-test =0,055, sig. = 0,957 > 0,05). Meanwhile, the social skills have an effect on students algebraic reasoning (t-test =2,943, sig. = 0,004 < 0,05). In addition, learning interest and social skill simultaneously have an effect on algebraic reasoning (F-test = 4,345, sig. = 0,014 < 0,05). The result also confirmed that learning interest and social skills have a 4,2% of contribution to increasing students algebraic reasoning. To improve the students learning interest and social skill, teacher should be encouraged in designing interactive learning and collaborative learning approaches, such as group discussions, peer tutoring, and cooperative problem-solving"
769,doc769,2025,Jurnal Teori dan Aplikasi Matematika,Integrated Differentiated Learning Social-Emotional Competence: An Innovative Solution to Numeracy Skills,"Gunawan Gunawan, Budi Wahyu Pertiwi, Ferry Ferdianto, Lukmanul Akhsani
",Differentiation Learning; Numeracy Skills; Social-Emotional Competencies,"A crucial aspect in various disciplines is numeracy skills. The purpose of the study was to determine the difference in the average social-emotional competence and numeracy skills of students before and after the implementation of differentiated learning that integrated social-emotional competence. The research was conducted at SMP Negeri Satu Atap 1 Cimanggu, Cilacap. The sample in this study was selected using the saturated slicing technique involving 22 grade VIII students. The type of research is an experimental study that uses a pre-experimental design with a one-group pre-test post-test method. The data collection techniques used include observation, tests, and questionnaires. There are 20 questions in the questionnaire. Data analysis was carried out quantitatively using paired sample t-tests and descriptive statistics. Before conducting the analysis, a prerequisite test was carried out using a normality test to test the distribution of data. The results of the study showed that the numeracy skills had a significance value of 0.200 (>0.05) and the social-emotional competence had a significance value of 0.11 (>0.05) which showed that the data was normally distributed. The results of the analysis showed that the value of the t-test of numeracy was 49.423 (t-test > ttable), with a significance value (2-tailed) < 0.05 (0.00 < 0.05). For KSE, the statistical value of the t-test was 27.54 with a very small p-value (5.75×10⁻¹⁸) indicating that there is a significant difference in the average value of numeracy skills and KSE before and after the implementation of integrated differentiation learning KSE. Integrated differentiation learning KSE can be applied to improve numeracy skills. The results of this study can be used as a solution to overcome the low mathematical numeracy skills of students"
770,doc770,2025,Jurnal Teori dan Aplikasi Matematika,Development of Android-Based Game Media in Improving Students' Mathematical Literacy,"Eka Suryani, Ely Susanti, Nyimas Aisyah
",Literacy; Games; Android; Development,"This research aims to develop an Android-based learning media to enhance junior high school students' mathematical literacy, particularly in understanding numbers. It employs a development research approach with a qualitative methodology supported by quantitative data. The research follows the Research and Development (R&D) method, adapted from the Plomp model. The innovation involves the creation of a game-based learning media using an Android platform. The game itself is a web-based application developed through Wordwall. The study's subjects consist of 26 seventh-grade students, selected from MTs GUPPI Sukamoro in Banyuasin Regency and Srijaya Negara Junior High School in Palembang City.  The data collection techniques used in this study included: (1) a validation sheet to assess the validity of the game product,  (2) a student response questionnaire consisting of 11 questions to assess the practicality of the game, (3) pretest and posttest to assess students' mathematical literacy, and (4) interviews conducted if issues arose after the game and test were administered. Data analysis was carried out using quantitative methods. The validity and practicality levels of the data are analyzed using percentages, while the test data is evaluated based on the N-gain value.  The results indicated that the Android-based game achieved a validity score of 77.54%, categorized as good. The data test results were 0.65 and 0.58, falling within the moderate criteria. Additionally, the classical average scores were 96.1% and 100%, with students achieving an average score of 84.69 and 83.88. These findings demonstrate that the Android-based learning media is both valid and effective in enhancing mathematical literacy on number concepts among seventh-grade students"
771,doc771,2025,Jurnal Teori dan Aplikasi Matematika,Modeling Prevalence of Hypertension in Indonesia with Multivariate Adaptive Regression Splines Method,"Suliyanto Suliyanto, Toha Saifudin, Sheila Sevira Asteriska Naura, Sanda Insania Dewanty, Indana Zulfa Wulandari, Nabila Shafa Aflaha, Niswa Faizah Aulia",Hypertension; MARS; Risk Factors; Public Health; SDGs,"Hypertension is one of the important public health problems in Indonesia, which contributes to the high prevalence of non-communicable diseases. This study aims to model the prevalence of hypertension in Indonesia using the Multivariate Adaptive Regression Splines (MARS) method to identify significant predictors and their interactions. The data used was secondary data from the 2023 Indonesian Health Survey, including variables such as smoking prevalence, physical inactivity, dietary habits (consumption of fatty and sweet foods), lack of fruit and vegetable consumption, and obesity prevalence. The MARS method was used to analyse the nonlinear relationships and interactions between these predictors. After a trial-and-error process to determine the optimal number of basis functions (BF), maximum interactions (MI), and minimum observations (MO), the best model was achieved with BF = 18, MI = 3, and MO = 1. This model produced a Generalised Cross Validation (GCV) value of 13.428 and R-Square of 0.278. This fairly low R-Square value indicates that the factors analysed have contributed to the variation in hypertension prevalence, but there are still other aspects that can be taken into account to improve the predictive power of the model. The significant predictor variables were consumption of fatty foods (X3), lack of physical activity (X2), and consumption of sweets (X4), with the highest importance on X3 (100%). The findings reveal that interactions between variables, such as dietary habits and physical inactivity, significantly influence the prevalence of hypertension. For example, higher consumption of fatty and sweet foods combined with low physical activity increases the risk of hypertension. These results demonstrate the effectiveness of the MARS method in capturing complex and nonlinear relationships and serve as findings that highlight the need for health policies that focus on healthy diets and increased physical activity, in line with Goal 3 of the SDGs, “Good Health and Well-Being,” which aims to reduce premature mortality from noncommunicable diseases. Recommended interventions include nutrition education campaigns and community-based exercise programs to reduce the prevalence of hypertension in Indonesia"
772,doc772,2025,Jurnal Teori dan Aplikasi Matematika,"Prediction of Dow Jones Index, US Inflation, and Interest Rate with Kernel Estimator and Vector Error Correction Model","M. Fariz Fadillah Mardianto, Idruz Syahzaqi, Made Riyo Ary Permana, Karina Rubita Makhbubah, Davina Shafa Vanisa, Fitriana Nur Afifa
",Dow Jones; Inflation; Interest Rate; Kernel Estimator; VECM,"The Dow Jones Industrial Average (DJIA) is the oldest running U.S. stock market index, established by Dow Jones & Company under Charles Dow. Comprising thirty major publicly traded companies, the DJIA is a key indicator of macroeconomic health, reflecting investor confidence and economic stability. This study applies a quantitative research approach to forecast DJIA stock prices, inflation, and U.S. interest rates using time series analysis. Two forecasting methods are compared: Vector Error Correction Model (VECM) and Kernel regression. VECM, a parametric approach, estimates both short- and long-term relationships among economic variables, while Kernel regression, a nonparametric technique, effectively captures complex, nonlinear relationships without strict model assumptions. The results indicate that the Gaussian Kernel method provides the most accurate predictions, achieving a Mean Absolute Percentage Error (MAPE) of 5.72%. The analysis also shows that despite annual fluctuations, the DJIA has exhibited a steady growth trend from 2009 to 2024, with both its starting and ending prices increasing over time. This research is significant for investors, policymakers, and financial analysts, offering insights into market trends and economic indicators. By providing a reliable forecasting model, it aids in better decision-making regarding stock market investments and economic policies"
773,doc773,2025,Jurnal Teori dan Aplikasi Matematika,Optimal Control Strategies for Syphilis and HIV/AIDS Coinfection Transmission with Cost-Effectiveness Analysis,"Dwizani Vinoma Cahyona, Toni Bakhtiar, Jaharuddin Jaharuddin
",Coinfection; Cost-Effectiveness; HIV/AIDS; Optimal Control; Strategy; Syphilis,"Syphilis and HIV/AIDS are global health problems with significant impacts on society. The combination of these two infections can worsen the prognosis of patients and increase the economic strain on the health system. This study aims to develop an optimal control model in managing the spread of syphilis and HIV/AIDS coinfection by considering HIV/AIDS treatment, syphilis treatment, and preventive measures through condom use as dynamic control variables. Pontryagin's maximum principle is used to derive the optimality conditions. To theoretically investigate the impact of the control measures, this study analyzed five strategies related to the implementation of these controls using Scilab-2024.0.0 for simulate and evaluate of their effectiveness. The simulation results show that the combination of three control interventions is more effective in decreasing the prevalence of syphilis and HIV/AIDS coinfection compared to the application of one type of control alone. This combination strategy significantly reduces the infection rate by up to 86.04%, emphasizing the importance of a multifaceted intervention approach rather than a single control measure. Furthermore, a cost-effectiveness analysis was conducted by comparing the costs and effectiveness of various control strategies to determine the most efficient and economically feasible option. The results of the comparison indicate that although integrated intervention is the most effective strategy in minimizing infection rates, a strategy that focuses only on preventive measures through the use of condoms is a more efficient option when considering the balance between budget limitations and control effectiveness"
774,doc774,2025,Jurnal Teori dan Aplikasi Matematika,Identification of Demographic Factors Affecting Student Performance using Tree-Based Machine Learning Models,Chatarina Enny Murwaningtyas,Demographic Factors; Academic Performance; Educational Data Mining; Tree-Based,"This study aims to identify key academic and demographic factors influencing student performance in the Logic and Set Theory course, particularly in the context of different learning modes during and after the COVID-19 pandemic. It adopts a quantitative exploratory design involving students from the 2020 to 2023 cohorts at Sanata Dharma University. Academic data (exam and assignment scores, course outcomes) and demographic data (e.g., parental education and income, region of origin, gender, and high school major) were collected from the academic system and supplemented via questionnaires. The dataset was cleaned, encoded, and normalized using RobustScaler, with class imbalance addressed through SMOTE. Descriptive statistics were used to explore initial data characteristics. Five tree-based machine learning models, Decision Tree, Random Forest, XGBoost, LightGBM, and CatBoost, were implemented within a pipeline that included preprocessing and model optimization using GridSearchCV with 5-fold cross-validation. Model evaluation employed multiple metrics, including accuracy, precision, recall, F1-score, AUC, and Average Precision. Results showed that XGBoost and CatBoost achieved the best performance (accuracy 92%, AUC 0.99) with balanced precision and recall across all four performance categories. Feature importance analysis indicated that exam and assignment scores were the strongest predictors, while demographic factors such as enrollment year, parental education, and income contributed moderately. Variables like gender, region, and high school major had minimal influence. This research demonstrates how machine learning can effectively integrate academic and demographic data, rather than analyzing them in isolation, to uncover nuanced patterns in student achievement. The findings support the development of data-driven educational interventions, such as preparatory learning modules, peer mentoring for underperforming groups, targeted academic advising for students from low-income or less-educated families, and flexible instructional strategies for cohorts affected by pandemic-related disruptions"
775,doc775,2025,Jurnal Teori dan Aplikasi Matematika,"Forest Fires in Peatlands Analyzed from Various Perspectives: Spatial, Temporal, and Spatial-Temporal","Nur'ainul Miftahul Huda, Nurfitri Imro'ah, Muhammad Yahya Ayyash, Hesty Pratiwi","Spatial; Dependence; Peatland.
","Peatland fires are characterized by the compaction of organic matter below the soil surface. If dry conditions occur, the organic matter can burn, making it difficult to extinguish the fire. This study aims to analyze peatland forest fires with three perspectives, namely temporal, spatial, and spatial-temporal. The data used is the confidence level data of hotspots in forest fires in Kubu Raya Regency, West Kalimantan from January 2014 to December 2023. The methodology used includes collecting fire data from satellite imagery and prepocessing the data. Furthermore, three different data analyzes were carried out, namely temporal, spatial, and spatial-temporal analysis. The results of the study obtained three perspectives, namely from the time period, handling of forest fire cases because they have an impact on the future as seen from the ARIMA model. Regarding spatiality, the distribution of hotspots spread to surrounding areas that were heavily affected by hotspots as seen from the contour map using Kriging interpolation. Finally, regarding spatiality and temporality, forest fire projections show that locations that are close together and have a history of being affected by forest fires have a strong potential for the distribution of forest fire cases as seen from the GSTAR space-time model"
776,doc776,2025,Jurnal Teori dan Aplikasi Matematika,"Investigating STEM Career Interests: How Can Spatial Orientation, Mental Rotation, and Spatial Visualization Explain Them?","Andari Saputra, Nanang Priatna, Jarnawi Afgani Dahlan, Niakmatul Husni
",STEM; Career interests; Spatial abilities; Spatial orientation; Mental rotation; Spatial visualization,"Spatial ability plays a crucial role in shaping students' interest and career paths in STEM (Science, Technology, Engineering, and Mathematics). This quantitative study involved 60 science students aged 15–17 in Bandung, Indonesia, utilizing a spatial ability test to measure mental rotation, spatial visualization, and spatial orientation, along with a career interest questionnaire to assess STEM and non-STEM preferences. Logistic regression analysis confirmed that spatial ability significantly influenced students' STEM interest (p = 0.004) with a moderate contribution. Further analysis using the Independent Samples T-Test revealed that students interested in STEM had significantly higher mental rotation (p < 0.001, Cohen’s d = -1.000) and spatial visualization (p = 0.002, Cohen’s d = -0.797) abilities than non-STEM students, while spatial orientation showed no significant difference (p = 0.112, Cohen’s d = -0.317). These findings highlight the role of spatial ability as a predictor of STEM interest, emphasizing the need for educational interventions such as visualization-based learning, three-dimensional object manipulation, and technology-assisted spatial training, including computer-aided design (CAD) software and mental rotation exercises. Integrating these strategies into mathematics and science curricula can enhance spatial skills and support students' engagement in STEM education and careers"
777,doc777,2025,Jurnal Teori dan Aplikasi Matematika,"Portfolio Optimization using Shariah-Compliant Asset Pricing Model in Indonesia
","Mohammad Farhan Qudratullah, Syafiq Mahmadah Hanafi, Sunaryati Sunaryati",Portfolio Optimization; Prevention of Risk; SCAPM; Sharpe Ratio,"This paper develops portfolio optimization using the Shariah-Compliant Asset Pricing Model (SCAPM) which maximizes the Sharpe ratio by considering investors' prevention of risk. There are four approaches to developing portfolio optimization (SCAPM without interest rates, SCAPM with zakah rate, SCAPM with nominal gross domestic product growth (GDP), and SCAPM with inflation). This is a quantitative study that implements these models in the Islamic capital market in Indonesia, namely Islamic stocks included in the Jakarta Islamic Index (JII) for the period January 2011-December 2018. Based on the results of the Kendall W concordance test, this study found that the four SCAPM optimum portfolios have a very high level of conformity for return, risk, and performance at a 95% confidence level. In terms of the plot and ratio of return and risk, based on the investor's prevention of risk: the optimum portfolio 1 (risk-seeker) and the optimum portfolio 3 (risk-neutral) tend to give the same results and these portfolios were more efficient than the optimum portfolio 2 (risk-averter). This study contributes to the existing literature in the area of mathematics and the Islamic capital market, specifically in terms of the optimal Sharia-compliant portfolio. It is the first study developing, implementing, and testing the optimal portfolio with four approaches SCAPM based on the investors' prevention of risk in Indonesia"
778,doc778,2025,Jurnal Teori dan Aplikasi Matematika,Patterns of Student Thinking Interaction in Group Discussion: The Effect of Explorative Interaction on Understanding Statistical Concepts,"Syarifudin Syarifudin, Abd. Haris, Nurrahmah Nurrahmah",Interaction thinking; Group discussion; Conceptual understanding; Discourse analysis; Interaction analysis,"This study aims to analyze patterns of students' thinking interaction during group discussions in statistics learning and examine their impact on conceptual understanding, particularly across different levels of academic ability. A qualitative approach was employed using discourse and interaction analysis. Data were collected through classroom observations, video/audio recordings, transcription of student discussions, students' written work, and in-depth interviews. These instruments enabled comprehensive documentation and triangulation of students' verbal and behavioral interactions. Twelve junior high school students were selected and categorized into high, medium, and low academic ability groups. Discourse structures were analyzed using the Sinclair & Coulthard model (to identify classroom discourse moves) and Mercer's framework (to detect exploratory and cumulative talk). Furthermore, interaction patterns were categorized using the ICAP model—which distinguishes passive, active, constructive, and interactive engagement—and Bales’ Interaction Process Analysis (IPA), which classifies social-emotional and task-related behaviors in small groups. The findings revealed that groups with explorative interaction patterns demonstrated deeper conceptual understanding, facilitated by active questioning, argument construction, and peer clarification. In contrast, static interaction groups were characterized by passive reception and rote learning, while counterproductive groups showed fragmented participation and communication breakdowns. These results confirm the vital role of interaction quality in supporting conceptual development. The novelty of this study lies in its integration of discourse- and interaction-based frameworks to reveal how different thinking dynamics shape learning outcomes in heterogeneous academic groups. Practically, the study highlights the importance of scaffolding, open-ended questioning, and structured facilitation to promote argumentation-rich discussions. These strategies are essential for fostering critical thinking and improving students’ understanding of statistics concepts"
779,doc779,2025,Jurnal Teori dan Aplikasi Matematika,"Simulation-Based Pricing and Settlement Price Distributions of Indonesian Structured Warrants
","Leopoldus Ricky Sasongko, Tundjung Mahatma, Robiyanto Robiyanto
",Structured Warrants; Indonesian Capital Market; Settlement Prices; Geometric Brownian Motion; Monte Carlo Simulation; Lognormal,"The Indonesian capital market has experienced significant growth, marked by the introduction of Structured Warrants (SWs) as innovative financial instruments. This study aims to develop a robust simulation-based pricing model for Indonesian Call SWs utilizing the Geometric Brownian Motion (GBM) framework and to determine their settlement price distributions. Monte Carlo simulations were employed to accurately capture the specific characteristics of Indonesian Call SWs, notably their average-price settlement mechanism and conversion rates. The results indicate that the settlement prices conform to a lognormal distribution, validating the GBM assumption and aligning with key trading metrics such as implied volatility, which is widely utilized in the Indonesian SW market. Additionally, the Symmetrical Auto Rejection rule, which imposes realistic constraints on underlying asset price movements, significantly enhances model realism and better reflects actual market conditions. The findings reveal that simulated Indonesian Call SW prices are slightly lower compared to values derived from the Black-Scholes model adjusted for conversion rates, highlighting opportunities for further refinement of pricing methodologies. Investors can leverage these insights to better assess risks and returns by anticipating volatility and price trends, with paying close attention to conversion rates and settlement mechanisms. Issuers may benefit from improved pricing accuracy, thus minimizing mispricing risks, while regulators can utilize this research to assess current market rules and design policies aimed at increasing market efficiency and transparency"
780,doc780,2025,Jurnal Teori dan Aplikasi Matematika,"Formation of Linear Programming Models of Water Price Compliant to the Regulation of Ministry of Home Affairs, Indonesia","Tan Kim Hek, Amin Hou
",PDAM; Liner Programming; Regulation; Model,"Regional Drinking Water Company (PDAM) Tirtanadi manages Medan City's clean water. PDAM divides its clients into seven categories, with Group I being low-income areas that require water subsidies. PDAM does not yet have a mathematical model for water rates, but it depends on Minister of Home Affairs Regulation No. 23, which gives legal guidance. Since there is no mathematical model, this research uses linear programming (LP) to establish each group's minimal water tariff. PDAM bases its water pricing on the Minister of Home Affairs Regulation No. 23 of 2006 and uses the LP model. The LP model reduces complicated computations into linear equations, making them easier to comprehend and apply. The computed water rates match PDAM pricing for six consumer categories, according to the research. One group, Group II Block I, has a higher tariff ratio of 2.3:1. Model parameters are more susceptible to changes in costs, consumption volume, and payment capability of this group, causing this disparity. This study's new goal is to minimize high-water-use clients. Other groupings remained unchanged. LP models establish PDAM's minimum water rates and optimize water tariff calculation effectively and equitably using analytical methods. PDAM may utilize the LP model to determine pricing that cover all expenditures, but Minister of Home Affairs Regulation No. 23 of 2006 continues to keep tariffs cheap and not a social burden on Medan. This research suggests that additional monopolistic enterprises and other water resource management for 37 Indonesian provinces may utilize its minimum water selling price approach. In the mathematical equation, the LP model is correct. Thus, PDAM Tirtanadi may use it to calculate the minimal water selling price by considering economic considerations. Water firms must help PDAM researchers who are willing to supply data, including polite service from each division's workers"
781,doc781,2025,Jurnal Teori dan Aplikasi Matematika,Spatio-Temporal Median Polish Kriging with ARIMA Integration for Monthly Precipitation Interpolation in East Kalimantan,"Friendtika Miftaqul Jannah, Rahma Fitriani, Henny Pramoedyo",ARIMA; Kriging; Median Polish; Precipitation; Spatio-Temporal,"Precipitation can lead to disasters like droughts and floods, necessitating accurate interpolation methods. Traditional spatio-temporal kriging often struggles with outliers, which can reduce estimation reliability. This study develops spatio-temporal median polish kriging, which separates spatial and temporal components to improve interpolation accuracy, particularly in handling outliers. Unlike conventional kriging, this method integrates median polish kriging for robust spatial interpolation and ARIMA for capturing temporal trends, making it more effective in dynamic precipitation pattern estimation. The study utilizes precipitation data from seven observation posts in East Kalimantan (2021–2023). The data is processed using a combination of spatial, temporal, and spatial-temporal modeling approaches to capture precipitation variations accurately. For spatial interpolation, the study applies kriging in median polish spatial effects. The best semivariogram model for spatial effects is exponential, which is used to characterize spatial dependencies. To capture temporal effects of median polish, the study employs ARIMA(1,2,0), which models precipitation trends over time and helps manage temporal fluctuations. For residuals of median polish interpolation, the study applies spatio-temporal kriging, using a simple sum-metric model as the best approach to integrate both spatial and temporal dependencies. The semivariograms selected for spatial, temporal, and joint dependencies follow a gaussian structure. The interpolation results reveal that precipitation increases toward the west, with precipitation patterns also showing an increasing trend over time. These findings demonstrate the model’s capability in capturing spatial and temporal precipitation variations while addressing potential outliers through the median polish approach. By utilizing a robust statistical framework, the model reduces the influence of extreme values, leading to more reliable precipitation estimates. However, this study utilizes only seven observation posts. The limited number of observation posts may introduce uncertainty in regions distant from measurement stations and affect the model's accuracy. Therefore, further research should test this model by applying it to different geographical regions with a more extensive dataset"
